,file_path,emotion,dataset
2954,D:\VocalCoach\CREMA-D\AudioWAV\1019_MTI_SAD_XX.wav,Sadness,CREMA-D
2955,D:\VocalCoach\CREMA-D\AudioWAV\1019_TAI_ANG_XX.wav,Anger,CREMA-D
2956,D:\VocalCoach\CREMA-D\AudioWAV\1019_TAI_DIS_XX.wav,Disgust,CREMA-D
2957,D:\VocalCoach\CREMA-D\AudioWAV\1019_TAI_FEA_XX.wav,Fear,CREMA-D
2958,D:\VocalCoach\CREMA-D\AudioWAV\1019_TAI_HAP_XX.wav,Happiness,CREMA-D
2959,D:\VocalCoach\CREMA-D\AudioWAV\1019_TAI_NEU_XX.wav,Neutral,CREMA-D
2960,D:\VocalCoach\CREMA-D\AudioWAV\1019_TAI_SAD_XX.wav,Sadness,CREMA-D
2961,D:\VocalCoach\CREMA-D\AudioWAV\1019_TIE_ANG_XX.wav,Anger,CREMA-D
2962,D:\VocalCoach\CREMA-D\AudioWAV\1019_TIE_DIS_XX.wav,Disgust,CREMA-D
2963,D:\VocalCoach\CREMA-D\AudioWAV\1019_TIE_FEA_XX.wav,Fear,CREMA-D
2964,D:\VocalCoach\CREMA-D\AudioWAV\1019_TIE_HAP_XX.wav,Happiness,CREMA-D
2965,D:\VocalCoach\CREMA-D\AudioWAV\1019_TIE_NEU_XX.wav,Neutral,CREMA-D
2966,D:\VocalCoach\CREMA-D\AudioWAV\1019_TIE_SAD_XX.wav,Sadness,CREMA-D
2967,D:\VocalCoach\CREMA-D\AudioWAV\1019_TSI_ANG_XX.wav,Anger,CREMA-D
2968,D:\VocalCoach\CREMA-D\AudioWAV\1019_TSI_DIS_XX.wav,Disgust,CREMA-D
2969,D:\VocalCoach\CREMA-D\AudioWAV\1019_TSI_FEA_XX.wav,Fear,CREMA-D
2970,D:\VocalCoach\CREMA-D\AudioWAV\1019_TSI_HAP_XX.wav,Happiness,CREMA-D
2971,D:\VocalCoach\CREMA-D\AudioWAV\1019_TSI_NEU_XX.wav,Neutral,CREMA-D
2972,D:\VocalCoach\CREMA-D\AudioWAV\1019_TSI_SAD_XX.wav,Sadness,CREMA-D
2973,D:\VocalCoach\CREMA-D\AudioWAV\1019_WSI_ANG_XX.wav,Anger,CREMA-D
2974,D:\VocalCoach\CREMA-D\AudioWAV\1019_WSI_DIS_XX.wav,Disgust,CREMA-D
2975,D:\VocalCoach\CREMA-D\AudioWAV\1019_WSI_FEA_XX.wav,Fear,CREMA-D
2976,D:\VocalCoach\CREMA-D\AudioWAV\1019_WSI_HAP_XX.wav,Happiness,CREMA-D
2977,D:\VocalCoach\CREMA-D\AudioWAV\1019_WSI_NEU_XX.wav,Neutral,CREMA-D
2978,D:\VocalCoach\CREMA-D\AudioWAV\1019_WSI_SAD_XX.wav,Sadness,CREMA-D
2979,D:\VocalCoach\CREMA-D\AudioWAV\1020_DFA_ANG_XX.wav,Anger,CREMA-D
2980,D:\VocalCoach\CREMA-D\AudioWAV\1020_DFA_DIS_XX.wav,Disgust,CREMA-D
2981,D:\VocalCoach\CREMA-D\AudioWAV\1020_DFA_FEA_XX.wav,Fear,CREMA-D
2982,D:\VocalCoach\CREMA-D\AudioWAV\1020_DFA_HAP_XX.wav,Happiness,CREMA-D
2983,D:\VocalCoach\CREMA-D\AudioWAV\1020_DFA_NEU_XX.wav,Neutral,CREMA-D
2984,D:\VocalCoach\CREMA-D\AudioWAV\1020_DFA_SAD_XX.wav,Sadness,CREMA-D
2985,D:\VocalCoach\CREMA-D\AudioWAV\1020_IEO_ANG_HI.wav,Anger,CREMA-D
2986,D:\VocalCoach\CREMA-D\AudioWAV\1020_IEO_ANG_LO.wav,Anger,CREMA-D
2987,D:\VocalCoach\CREMA-D\AudioWAV\1020_IEO_ANG_MD.wav,Anger,CREMA-D
2988,D:\VocalCoach\CREMA-D\AudioWAV\1020_IEO_DIS_HI.wav,Disgust,CREMA-D
2989,D:\VocalCoach\CREMA-D\AudioWAV\1020_IEO_DIS_LO.wav,Disgust,CREMA-D
2990,D:\VocalCoach\CREMA-D\AudioWAV\1020_IEO_DIS_MD.wav,Disgust,CREMA-D
2991,D:\VocalCoach\CREMA-D\AudioWAV\1020_IEO_FEA_HI.wav,Fear,CREMA-D
2992,D:\VocalCoach\CREMA-D\AudioWAV\1020_IEO_FEA_LO.wav,Fear,CREMA-D
2993,D:\VocalCoach\CREMA-D\AudioWAV\1020_IEO_FEA_MD.wav,Fear,CREMA-D
2994,D:\VocalCoach\CREMA-D\AudioWAV\1020_IEO_HAP_HI.wav,Happiness,CREMA-D
2995,D:\VocalCoach\CREMA-D\AudioWAV\1020_IEO_HAP_LO.wav,Happiness,CREMA-D
2996,D:\VocalCoach\CREMA-D\AudioWAV\1020_IEO_HAP_MD.wav,Happiness,CREMA-D
2997,D:\VocalCoach\CREMA-D\AudioWAV\1020_IEO_NEU_XX.wav,Neutral,CREMA-D
2998,D:\VocalCoach\CREMA-D\AudioWAV\1020_IEO_SAD_HI.wav,Sadness,CREMA-D
2999,D:\VocalCoach\CREMA-D\AudioWAV\1020_IEO_SAD_LO.wav,Sadness,CREMA-D
3000,D:\VocalCoach\CREMA-D\AudioWAV\1020_IEO_SAD_MD.wav,Sadness,CREMA-D
3001,D:\VocalCoach\CREMA-D\AudioWAV\1020_IOM_ANG_XX.wav,Anger,CREMA-D
3002,D:\VocalCoach\CREMA-D\AudioWAV\1020_IOM_DIS_XX.wav,Disgust,CREMA-D
3003,D:\VocalCoach\CREMA-D\AudioWAV\1020_IOM_FEA_XX.wav,Fear,CREMA-D
3004,D:\VocalCoach\CREMA-D\AudioWAV\1020_IOM_HAP_XX.wav,Happiness,CREMA-D
3005,D:\VocalCoach\CREMA-D\AudioWAV\1020_IOM_NEU_XX.wav,Neutral,CREMA-D
3006,D:\VocalCoach\CREMA-D\AudioWAV\1020_IOM_SAD_XX.wav,Sadness,CREMA-D
3007,D:\VocalCoach\CREMA-D\AudioWAV\1020_ITH_ANG_XX.wav,Anger,CREMA-D
3008,D:\VocalCoach\CREMA-D\AudioWAV\1020_ITH_DIS_XX.wav,Disgust,CREMA-D
3009,D:\VocalCoach\CREMA-D\AudioWAV\1020_ITH_FEA_XX.wav,Fear,CREMA-D
3010,D:\VocalCoach\CREMA-D\AudioWAV\1020_ITH_HAP_XX.wav,Happiness,CREMA-D
3011,D:\VocalCoach\CREMA-D\AudioWAV\1020_ITH_NEU_XX.wav,Neutral,CREMA-D
3012,D:\VocalCoach\CREMA-D\AudioWAV\1020_ITH_SAD_XX.wav,Sadness,CREMA-D
3013,D:\VocalCoach\CREMA-D\AudioWAV\1020_ITS_ANG_XX.wav,Anger,CREMA-D
3014,D:\VocalCoach\CREMA-D\AudioWAV\1020_ITS_DIS_XX.wav,Disgust,CREMA-D
3015,D:\VocalCoach\CREMA-D\AudioWAV\1020_ITS_FEA_XX.wav,Fear,CREMA-D
3016,D:\VocalCoach\CREMA-D\AudioWAV\1020_ITS_HAP_XX.wav,Happiness,CREMA-D
3017,D:\VocalCoach\CREMA-D\AudioWAV\1020_ITS_NEU_XX.wav,Neutral,CREMA-D
3018,D:\VocalCoach\CREMA-D\AudioWAV\1020_ITS_SAD_XX.wav,Sadness,CREMA-D
3019,D:\VocalCoach\CREMA-D\AudioWAV\1020_IWL_ANG_XX.wav,Anger,CREMA-D
3020,D:\VocalCoach\CREMA-D\AudioWAV\1020_IWL_DIS_XX.wav,Disgust,CREMA-D
3021,D:\VocalCoach\CREMA-D\AudioWAV\1020_IWL_FEA_XX.wav,Fear,CREMA-D
3022,D:\VocalCoach\CREMA-D\AudioWAV\1020_IWL_HAP_XX.wav,Happiness,CREMA-D
3023,D:\VocalCoach\CREMA-D\AudioWAV\1020_IWL_NEU_XX.wav,Neutral,CREMA-D
3024,D:\VocalCoach\CREMA-D\AudioWAV\1020_IWL_SAD_XX.wav,Sadness,CREMA-D
3025,D:\VocalCoach\CREMA-D\AudioWAV\1020_IWW_ANG_XX.wav,Anger,CREMA-D
3026,D:\VocalCoach\CREMA-D\AudioWAV\1020_IWW_DIS_XX.wav,Disgust,CREMA-D
3027,D:\VocalCoach\CREMA-D\AudioWAV\1020_IWW_FEA_XX.wav,Fear,CREMA-D
3028,D:\VocalCoach\CREMA-D\AudioWAV\1020_IWW_HAP_XX.wav,Happiness,CREMA-D
3029,D:\VocalCoach\CREMA-D\AudioWAV\1020_IWW_NEU_XX.wav,Neutral,CREMA-D
3030,D:\VocalCoach\CREMA-D\AudioWAV\1020_IWW_SAD_XX.wav,Sadness,CREMA-D
3031,D:\VocalCoach\CREMA-D\AudioWAV\1020_MTI_ANG_XX.wav,Anger,CREMA-D
3032,D:\VocalCoach\CREMA-D\AudioWAV\1020_MTI_DIS_XX.wav,Disgust,CREMA-D
3033,D:\VocalCoach\CREMA-D\AudioWAV\1020_MTI_FEA_XX.wav,Fear,CREMA-D
3034,D:\VocalCoach\CREMA-D\AudioWAV\1020_MTI_HAP_XX.wav,Happiness,CREMA-D
3035,D:\VocalCoach\CREMA-D\AudioWAV\1020_MTI_NEU_XX.wav,Neutral,CREMA-D
3036,D:\VocalCoach\CREMA-D\AudioWAV\1020_MTI_SAD_XX.wav,Sadness,CREMA-D
3037,D:\VocalCoach\CREMA-D\AudioWAV\1020_TAI_ANG_XX.wav,Anger,CREMA-D
3038,D:\VocalCoach\CREMA-D\AudioWAV\1020_TAI_DIS_XX.wav,Disgust,CREMA-D
3039,D:\VocalCoach\CREMA-D\AudioWAV\1020_TAI_FEA_XX.wav,Fear,CREMA-D
3040,D:\VocalCoach\CREMA-D\AudioWAV\1020_TAI_HAP_XX.wav,Happiness,CREMA-D
3041,D:\VocalCoach\CREMA-D\AudioWAV\1020_TAI_NEU_XX.wav,Neutral,CREMA-D
3042,D:\VocalCoach\CREMA-D\AudioWAV\1020_TAI_SAD_XX.wav,Sadness,CREMA-D
3043,D:\VocalCoach\CREMA-D\AudioWAV\1020_TIE_ANG_XX.wav,Anger,CREMA-D
3044,D:\VocalCoach\CREMA-D\AudioWAV\1020_TIE_DIS_XX.wav,Disgust,CREMA-D
3045,D:\VocalCoach\CREMA-D\AudioWAV\1020_TIE_FEA_XX.wav,Fear,CREMA-D
3046,D:\VocalCoach\CREMA-D\AudioWAV\1020_TIE_HAP_XX.wav,Happiness,CREMA-D
3047,D:\VocalCoach\CREMA-D\AudioWAV\1020_TIE_NEU_XX.wav,Neutral,CREMA-D
3048,D:\VocalCoach\CREMA-D\AudioWAV\1020_TIE_SAD_XX.wav,Sadness,CREMA-D
3049,D:\VocalCoach\CREMA-D\AudioWAV\1020_TSI_ANG_XX.wav,Anger,CREMA-D
3050,D:\VocalCoach\CREMA-D\AudioWAV\1020_TSI_DIS_XX.wav,Disgust,CREMA-D
3051,D:\VocalCoach\CREMA-D\AudioWAV\1020_TSI_FEA_XX.wav,Fear,CREMA-D
3052,D:\VocalCoach\CREMA-D\AudioWAV\1020_TSI_HAP_XX.wav,Happiness,CREMA-D
3053,D:\VocalCoach\CREMA-D\AudioWAV\1020_TSI_NEU_XX.wav,Neutral,CREMA-D
3054,D:\VocalCoach\CREMA-D\AudioWAV\1020_TSI_SAD_XX.wav,Sadness,CREMA-D
3055,D:\VocalCoach\CREMA-D\AudioWAV\1020_WSI_ANG_XX.wav,Anger,CREMA-D
3056,D:\VocalCoach\CREMA-D\AudioWAV\1020_WSI_DIS_XX.wav,Disgust,CREMA-D
3057,D:\VocalCoach\CREMA-D\AudioWAV\1020_WSI_FEA_XX.wav,Fear,CREMA-D
3058,D:\VocalCoach\CREMA-D\AudioWAV\1020_WSI_HAP_XX.wav,Happiness,CREMA-D
3059,D:\VocalCoach\CREMA-D\AudioWAV\1020_WSI_NEU_XX.wav,Neutral,CREMA-D
3060,D:\VocalCoach\CREMA-D\AudioWAV\1020_WSI_SAD_XX.wav,Sadness,CREMA-D
3061,D:\VocalCoach\CREMA-D\AudioWAV\1021_DFA_ANG_XX.wav,Anger,CREMA-D
3062,D:\VocalCoach\CREMA-D\AudioWAV\1021_DFA_DIS_XX.wav,Disgust,CREMA-D
3063,D:\VocalCoach\CREMA-D\AudioWAV\1021_DFA_FEA_XX.wav,Fear,CREMA-D
3064,D:\VocalCoach\CREMA-D\AudioWAV\1021_DFA_HAP_XX.wav,Happiness,CREMA-D
3065,D:\VocalCoach\CREMA-D\AudioWAV\1021_DFA_NEU_XX.wav,Neutral,CREMA-D
3066,D:\VocalCoach\CREMA-D\AudioWAV\1021_DFA_SAD_XX.wav,Sadness,CREMA-D
3067,D:\VocalCoach\CREMA-D\AudioWAV\1021_IEO_ANG_HI.wav,Anger,CREMA-D
3068,D:\VocalCoach\CREMA-D\AudioWAV\1021_IEO_ANG_LO.wav,Anger,CREMA-D
3069,D:\VocalCoach\CREMA-D\AudioWAV\1021_IEO_ANG_MD.wav,Anger,CREMA-D
3070,D:\VocalCoach\CREMA-D\AudioWAV\1021_IEO_DIS_HI.wav,Disgust,CREMA-D
3071,D:\VocalCoach\CREMA-D\AudioWAV\1021_IEO_DIS_LO.wav,Disgust,CREMA-D
3072,D:\VocalCoach\CREMA-D\AudioWAV\1021_IEO_DIS_MD.wav,Disgust,CREMA-D
3073,D:\VocalCoach\CREMA-D\AudioWAV\1021_IEO_FEA_HI.wav,Fear,CREMA-D
3074,D:\VocalCoach\CREMA-D\AudioWAV\1021_IEO_FEA_LO.wav,Fear,CREMA-D
3075,D:\VocalCoach\CREMA-D\AudioWAV\1021_IEO_FEA_MD.wav,Fear,CREMA-D
3076,D:\VocalCoach\CREMA-D\AudioWAV\1021_IEO_HAP_HI.wav,Happiness,CREMA-D
3077,D:\VocalCoach\CREMA-D\AudioWAV\1021_IEO_HAP_LO.wav,Happiness,CREMA-D
3078,D:\VocalCoach\CREMA-D\AudioWAV\1021_IEO_HAP_MD.wav,Happiness,CREMA-D
3079,D:\VocalCoach\CREMA-D\AudioWAV\1021_IEO_NEU_XX.wav,Neutral,CREMA-D
3080,D:\VocalCoach\CREMA-D\AudioWAV\1021_IEO_SAD_HI.wav,Sadness,CREMA-D
3081,D:\VocalCoach\CREMA-D\AudioWAV\1021_IEO_SAD_LO.wav,Sadness,CREMA-D
3082,D:\VocalCoach\CREMA-D\AudioWAV\1021_IEO_SAD_MD.wav,Sadness,CREMA-D
3083,D:\VocalCoach\CREMA-D\AudioWAV\1021_IOM_ANG_XX.wav,Anger,CREMA-D
3084,D:\VocalCoach\CREMA-D\AudioWAV\1021_IOM_DIS_XX.wav,Disgust,CREMA-D
3085,D:\VocalCoach\CREMA-D\AudioWAV\1021_IOM_FEA_XX.wav,Fear,CREMA-D
3086,D:\VocalCoach\CREMA-D\AudioWAV\1021_IOM_HAP_XX.wav,Happiness,CREMA-D
3087,D:\VocalCoach\CREMA-D\AudioWAV\1021_IOM_NEU_XX.wav,Neutral,CREMA-D
3088,D:\VocalCoach\CREMA-D\AudioWAV\1021_IOM_SAD_XX.wav,Sadness,CREMA-D
3089,D:\VocalCoach\CREMA-D\AudioWAV\1021_ITH_ANG_XX.wav,Anger,CREMA-D
3090,D:\VocalCoach\CREMA-D\AudioWAV\1021_ITH_DIS_XX.wav,Disgust,CREMA-D
3091,D:\VocalCoach\CREMA-D\AudioWAV\1021_ITH_FEA_XX.wav,Fear,CREMA-D
3092,D:\VocalCoach\CREMA-D\AudioWAV\1021_ITH_HAP_XX.wav,Happiness,CREMA-D
3093,D:\VocalCoach\CREMA-D\AudioWAV\1021_ITH_NEU_XX.wav,Neutral,CREMA-D
3094,D:\VocalCoach\CREMA-D\AudioWAV\1021_ITH_SAD_XX.wav,Sadness,CREMA-D
3095,D:\VocalCoach\CREMA-D\AudioWAV\1021_ITS_ANG_XX.wav,Anger,CREMA-D
3096,D:\VocalCoach\CREMA-D\AudioWAV\1021_ITS_DIS_XX.wav,Disgust,CREMA-D
3097,D:\VocalCoach\CREMA-D\AudioWAV\1021_ITS_FEA_XX.wav,Fear,CREMA-D
3098,D:\VocalCoach\CREMA-D\AudioWAV\1021_ITS_HAP_XX.wav,Happiness,CREMA-D
3099,D:\VocalCoach\CREMA-D\AudioWAV\1021_ITS_NEU_XX.wav,Neutral,CREMA-D
3100,D:\VocalCoach\CREMA-D\AudioWAV\1021_ITS_SAD_XX.wav,Sadness,CREMA-D
3101,D:\VocalCoach\CREMA-D\AudioWAV\1021_IWL_ANG_XX.wav,Anger,CREMA-D
3102,D:\VocalCoach\CREMA-D\AudioWAV\1021_IWL_DIS_XX.wav,Disgust,CREMA-D
3103,D:\VocalCoach\CREMA-D\AudioWAV\1021_IWL_FEA_XX.wav,Fear,CREMA-D
3104,D:\VocalCoach\CREMA-D\AudioWAV\1021_IWL_HAP_XX.wav,Happiness,CREMA-D
3105,D:\VocalCoach\CREMA-D\AudioWAV\1021_IWL_NEU_XX.wav,Neutral,CREMA-D
3106,D:\VocalCoach\CREMA-D\AudioWAV\1021_IWL_SAD_XX.wav,Sadness,CREMA-D
3107,D:\VocalCoach\CREMA-D\AudioWAV\1021_IWW_ANG_XX.wav,Anger,CREMA-D
3108,D:\VocalCoach\CREMA-D\AudioWAV\1021_IWW_DIS_XX.wav,Disgust,CREMA-D
3109,D:\VocalCoach\CREMA-D\AudioWAV\1021_IWW_FEA_XX.wav,Fear,CREMA-D
3110,D:\VocalCoach\CREMA-D\AudioWAV\1021_IWW_HAP_XX.wav,Happiness,CREMA-D
3111,D:\VocalCoach\CREMA-D\AudioWAV\1021_IWW_NEU_XX.wav,Neutral,CREMA-D
3112,D:\VocalCoach\CREMA-D\AudioWAV\1021_IWW_SAD_XX.wav,Sadness,CREMA-D
3113,D:\VocalCoach\CREMA-D\AudioWAV\1021_MTI_ANG_XX.wav,Anger,CREMA-D
3114,D:\VocalCoach\CREMA-D\AudioWAV\1021_MTI_DIS_XX.wav,Disgust,CREMA-D
3115,D:\VocalCoach\CREMA-D\AudioWAV\1021_MTI_FEA_XX.wav,Fear,CREMA-D
3116,D:\VocalCoach\CREMA-D\AudioWAV\1021_MTI_HAP_XX.wav,Happiness,CREMA-D
3117,D:\VocalCoach\CREMA-D\AudioWAV\1021_MTI_NEU_XX.wav,Neutral,CREMA-D
3118,D:\VocalCoach\CREMA-D\AudioWAV\1021_MTI_SAD_XX.wav,Sadness,CREMA-D
3119,D:\VocalCoach\CREMA-D\AudioWAV\1021_TAI_ANG_XX.wav,Anger,CREMA-D
3120,D:\VocalCoach\CREMA-D\AudioWAV\1021_TAI_DIS_XX.wav,Disgust,CREMA-D
3121,D:\VocalCoach\CREMA-D\AudioWAV\1021_TAI_FEA_XX.wav,Fear,CREMA-D
3122,D:\VocalCoach\CREMA-D\AudioWAV\1021_TAI_HAP_XX.wav,Happiness,CREMA-D
3123,D:\VocalCoach\CREMA-D\AudioWAV\1021_TAI_NEU_XX.wav,Neutral,CREMA-D
3124,D:\VocalCoach\CREMA-D\AudioWAV\1021_TAI_SAD_XX.wav,Sadness,CREMA-D
3125,D:\VocalCoach\CREMA-D\AudioWAV\1021_TIE_ANG_XX.wav,Anger,CREMA-D
3126,D:\VocalCoach\CREMA-D\AudioWAV\1021_TIE_DIS_XX.wav,Disgust,CREMA-D
3127,D:\VocalCoach\CREMA-D\AudioWAV\1021_TIE_FEA_XX.wav,Fear,CREMA-D
3128,D:\VocalCoach\CREMA-D\AudioWAV\1021_TIE_HAP_XX.wav,Happiness,CREMA-D
3129,D:\VocalCoach\CREMA-D\AudioWAV\1021_TIE_NEU_XX.wav,Neutral,CREMA-D
3130,D:\VocalCoach\CREMA-D\AudioWAV\1021_TIE_SAD_XX.wav,Sadness,CREMA-D
3131,D:\VocalCoach\CREMA-D\AudioWAV\1021_TSI_ANG_XX.wav,Anger,CREMA-D
3132,D:\VocalCoach\CREMA-D\AudioWAV\1021_TSI_DIS_XX.wav,Disgust,CREMA-D
3133,D:\VocalCoach\CREMA-D\AudioWAV\1021_TSI_FEA_XX.wav,Fear,CREMA-D
3134,D:\VocalCoach\CREMA-D\AudioWAV\1021_TSI_HAP_XX.wav,Happiness,CREMA-D
3135,D:\VocalCoach\CREMA-D\AudioWAV\1021_TSI_NEU_XX.wav,Neutral,CREMA-D
3136,D:\VocalCoach\CREMA-D\AudioWAV\1021_TSI_SAD_XX.wav,Sadness,CREMA-D
3137,D:\VocalCoach\CREMA-D\AudioWAV\1021_WSI_ANG_XX.wav,Anger,CREMA-D
3138,D:\VocalCoach\CREMA-D\AudioWAV\1021_WSI_DIS_XX.wav,Disgust,CREMA-D
3139,D:\VocalCoach\CREMA-D\AudioWAV\1021_WSI_FEA_XX.wav,Fear,CREMA-D
3140,D:\VocalCoach\CREMA-D\AudioWAV\1021_WSI_HAP_XX.wav,Happiness,CREMA-D
3141,D:\VocalCoach\CREMA-D\AudioWAV\1021_WSI_NEU_XX.wav,Neutral,CREMA-D
3142,D:\VocalCoach\CREMA-D\AudioWAV\1021_WSI_SAD_XX.wav,Sadness,CREMA-D
3143,D:\VocalCoach\CREMA-D\AudioWAV\1022_DFA_ANG_XX.wav,Anger,CREMA-D
3144,D:\VocalCoach\CREMA-D\AudioWAV\1022_DFA_DIS_XX.wav,Disgust,CREMA-D
3145,D:\VocalCoach\CREMA-D\AudioWAV\1022_DFA_FEA_XX.wav,Fear,CREMA-D
3146,D:\VocalCoach\CREMA-D\AudioWAV\1022_DFA_HAP_XX.wav,Happiness,CREMA-D
3147,D:\VocalCoach\CREMA-D\AudioWAV\1022_DFA_NEU_XX.wav,Neutral,CREMA-D
3148,D:\VocalCoach\CREMA-D\AudioWAV\1022_DFA_SAD_XX.wav,Sadness,CREMA-D
3149,D:\VocalCoach\CREMA-D\AudioWAV\1022_IEO_ANG_HI.wav,Anger,CREMA-D
3150,D:\VocalCoach\CREMA-D\AudioWAV\1022_IEO_ANG_LO.wav,Anger,CREMA-D
3151,D:\VocalCoach\CREMA-D\AudioWAV\1022_IEO_ANG_MD.wav,Anger,CREMA-D
3152,D:\VocalCoach\CREMA-D\AudioWAV\1022_IEO_DIS_HI.wav,Disgust,CREMA-D
3153,D:\VocalCoach\CREMA-D\AudioWAV\1022_IEO_DIS_LO.wav,Disgust,CREMA-D
3154,D:\VocalCoach\CREMA-D\AudioWAV\1022_IEO_DIS_MD.wav,Disgust,CREMA-D
3155,D:\VocalCoach\CREMA-D\AudioWAV\1022_IEO_FEA_HI.wav,Fear,CREMA-D
3156,D:\VocalCoach\CREMA-D\AudioWAV\1022_IEO_FEA_LO.wav,Fear,CREMA-D
3157,D:\VocalCoach\CREMA-D\AudioWAV\1022_IEO_FEA_MD.wav,Fear,CREMA-D
3158,D:\VocalCoach\CREMA-D\AudioWAV\1022_IEO_HAP_HI.wav,Happiness,CREMA-D
3159,D:\VocalCoach\CREMA-D\AudioWAV\1022_IEO_HAP_LO.wav,Happiness,CREMA-D
3160,D:\VocalCoach\CREMA-D\AudioWAV\1022_IEO_HAP_MD.wav,Happiness,CREMA-D
3161,D:\VocalCoach\CREMA-D\AudioWAV\1022_IEO_NEU_XX.wav,Neutral,CREMA-D
3162,D:\VocalCoach\CREMA-D\AudioWAV\1022_IEO_SAD_HI.wav,Sadness,CREMA-D
3163,D:\VocalCoach\CREMA-D\AudioWAV\1022_IEO_SAD_LO.wav,Sadness,CREMA-D
3164,D:\VocalCoach\CREMA-D\AudioWAV\1022_IEO_SAD_MD.wav,Sadness,CREMA-D
3165,D:\VocalCoach\CREMA-D\AudioWAV\1022_IOM_ANG_XX.wav,Anger,CREMA-D
3166,D:\VocalCoach\CREMA-D\AudioWAV\1022_IOM_DIS_XX.wav,Disgust,CREMA-D
3167,D:\VocalCoach\CREMA-D\AudioWAV\1022_IOM_FEA_XX.wav,Fear,CREMA-D
3168,D:\VocalCoach\CREMA-D\AudioWAV\1022_IOM_HAP_XX.wav,Happiness,CREMA-D
3169,D:\VocalCoach\CREMA-D\AudioWAV\1022_IOM_NEU_XX.wav,Neutral,CREMA-D
3170,D:\VocalCoach\CREMA-D\AudioWAV\1022_IOM_SAD_XX.wav,Sadness,CREMA-D
3171,D:\VocalCoach\CREMA-D\AudioWAV\1022_ITH_ANG_XX.wav,Anger,CREMA-D
3172,D:\VocalCoach\CREMA-D\AudioWAV\1022_ITH_DIS_XX.wav,Disgust,CREMA-D
3173,D:\VocalCoach\CREMA-D\AudioWAV\1022_ITH_FEA_XX.wav,Fear,CREMA-D
3174,D:\VocalCoach\CREMA-D\AudioWAV\1022_ITH_HAP_XX.wav,Happiness,CREMA-D
3175,D:\VocalCoach\CREMA-D\AudioWAV\1022_ITH_NEU_XX.wav,Neutral,CREMA-D
3176,D:\VocalCoach\CREMA-D\AudioWAV\1022_ITH_SAD_XX.wav,Sadness,CREMA-D
3177,D:\VocalCoach\CREMA-D\AudioWAV\1022_ITS_ANG_XX.wav,Anger,CREMA-D
3178,D:\VocalCoach\CREMA-D\AudioWAV\1022_ITS_DIS_XX.wav,Disgust,CREMA-D
3179,D:\VocalCoach\CREMA-D\AudioWAV\1022_ITS_FEA_XX.wav,Fear,CREMA-D
3180,D:\VocalCoach\CREMA-D\AudioWAV\1022_ITS_HAP_XX.wav,Happiness,CREMA-D
3181,D:\VocalCoach\CREMA-D\AudioWAV\1022_ITS_NEU_XX.wav,Neutral,CREMA-D
3182,D:\VocalCoach\CREMA-D\AudioWAV\1022_ITS_SAD_XX.wav,Sadness,CREMA-D
3183,D:\VocalCoach\CREMA-D\AudioWAV\1022_IWL_ANG_XX.wav,Anger,CREMA-D
3184,D:\VocalCoach\CREMA-D\AudioWAV\1022_IWL_DIS_XX.wav,Disgust,CREMA-D
3185,D:\VocalCoach\CREMA-D\AudioWAV\1022_IWL_FEA_XX.wav,Fear,CREMA-D
3186,D:\VocalCoach\CREMA-D\AudioWAV\1022_IWL_HAP_XX.wav,Happiness,CREMA-D
3187,D:\VocalCoach\CREMA-D\AudioWAV\1022_IWL_NEU_XX.wav,Neutral,CREMA-D
3188,D:\VocalCoach\CREMA-D\AudioWAV\1022_IWL_SAD_XX.wav,Sadness,CREMA-D
3189,D:\VocalCoach\CREMA-D\AudioWAV\1022_IWW_ANG_XX.wav,Anger,CREMA-D
3190,D:\VocalCoach\CREMA-D\AudioWAV\1022_IWW_DIS_XX.wav,Disgust,CREMA-D
3191,D:\VocalCoach\CREMA-D\AudioWAV\1022_IWW_FEA_XX.wav,Fear,CREMA-D
3192,D:\VocalCoach\CREMA-D\AudioWAV\1022_IWW_HAP_XX.wav,Happiness,CREMA-D
3193,D:\VocalCoach\CREMA-D\AudioWAV\1022_IWW_NEU_XX.wav,Neutral,CREMA-D
3194,D:\VocalCoach\CREMA-D\AudioWAV\1022_IWW_SAD_XX.wav,Sadness,CREMA-D
3195,D:\VocalCoach\CREMA-D\AudioWAV\1022_MTI_ANG_XX.wav,Anger,CREMA-D
3196,D:\VocalCoach\CREMA-D\AudioWAV\1022_MTI_DIS_XX.wav,Disgust,CREMA-D
3197,D:\VocalCoach\CREMA-D\AudioWAV\1022_MTI_FEA_XX.wav,Fear,CREMA-D
3198,D:\VocalCoach\CREMA-D\AudioWAV\1022_MTI_HAP_XX.wav,Happiness,CREMA-D
3199,D:\VocalCoach\CREMA-D\AudioWAV\1022_MTI_NEU_XX.wav,Neutral,CREMA-D
3200,D:\VocalCoach\CREMA-D\AudioWAV\1022_MTI_SAD_XX.wav,Sadness,CREMA-D
3201,D:\VocalCoach\CREMA-D\AudioWAV\1022_TAI_ANG_XX.wav,Anger,CREMA-D
3202,D:\VocalCoach\CREMA-D\AudioWAV\1022_TAI_DIS_XX.wav,Disgust,CREMA-D
3203,D:\VocalCoach\CREMA-D\AudioWAV\1022_TAI_FEA_XX.wav,Fear,CREMA-D
3204,D:\VocalCoach\CREMA-D\AudioWAV\1022_TAI_HAP_XX.wav,Happiness,CREMA-D
